id,data_reclamacao,estado,regiao,categoria,status,texto
1853,2023-07-18,AL,Nordeste,Comércio Eletrônico,Não resolvida,FAZ 60 DIAS QUE NÃO RECEBO MEU PEDIDO!!! A Magazine Luiza É UMA VERGONHA!!! VOU ENTRAR NA JUSTIÇA!!!
1854,2023-11-07,CE,Nordeste,Telecomunicações,Resolvida,"cancelei o plano e continuam cobrando, ja é a 3a vez q ligo, ng resolve, vc descontam direto do meu cartao e eu nao consigo bloquear.  Quero cancelar tudo agora."
1855,2024-01-04,SP,Sudeste,Bancos e Cartões,Não resolvida,"Boa tarde, rOUBARAM MEU CARTÃO E O Bradesco NÃO QUER ESTORNAR!!! 5 COMPRAS QUE EU NÃO FIZ NO TOTAL DE R$ 64 mil!!! ABSURDO.  Vou processar a empresa. 💸😭😤"
1856,2024-10-18,PI,Nordeste,Telecomunicações,Não resolvida,"Boa noite, contratei o plano de internet de 200 mega da SKY no dia 20/12/2024 e até hoje a velocidade não passa de 20 mega. Já fiz três protocolos e ninguem resolve. Por favor entrem em contato no e-mail joaopedro123@hotmail.com."
1857,2024-11-05,AM,Norte,Energia Elétrica,Resolvida,"Recebi conta de luz com valor de R$ 428 este mês — três vezes maior que a média histórica, mesmo sem mudança de hábitos. A Coelba não explica."
1858,2023-09-22,SP,Sudeste,Bancos e Cartões,Em análise,"Bom dia, o aplicativo do Caixa fica fora do ar há 30 dias, o que me impede de fazer pagamentos no prazo e gera multas e juros desnecessários."
1859,2023-04-04,MG,Sudeste,Comércio Eletrônico,Não resolvida,O produto chegou com defeito e a Casas Bahia insiste que eu pague o frete da devolução. Isso é ilegal segundo o CDC.
1860,2024-12-14,SP,Sudeste,Educação,Em análise,"Bom dia, a Yduqs não respondeu ao meu protocolo nº 1448551."
1861,2023-07-18,RJ,Sudeste,Bancos e Cartões,Não resolvida,"Boa noite, solicitei o cancelamento do meu cartão de crédito no aplicativo do Banco do Brasil e continuei recebendo cobranças de anuidade."
1862,2024-10-07,PE,Nordeste,Transporte Aéreo,Não resolvida,"Pésimo servicio, llamé tres veces y nadie me atendió correctamente."
1863,2024-10-16,PB,Nordeste,Comércio Eletrônico,Resolvida,Recebi o produto errado da Mercado Livre: pedi um notebook e veio um carregador. Requisitei a troca há duas uns dias e ninguém retorna.
1864,2024-07-11,AM,Norte,Bancos e Cartões,Resolvida,péssimo banco
1865,2024-02-16,PE,Nordeste,Telecomunicações,Resolvida,"fala que tem 400 mega mas chega aqui em casa 40 mega no maximo, isso e propaganda enganosa nao? quero meu dinhero de volta.  Espero solução urgente."
1866,2023-06-17,SP,Sudeste,Bancos e Cartões,Não resolvida,ROUBARAM MEU CARTÃO E O Nubank NÃO QUER ESTORNAR!!! 2 COMPRAS QUE EU NÃO FIZ NO TOTAL DE R$ 73!!! ABSURDO.  Espero solução urgente.
1867,2023-12-03,SP,Sudeste,Seguros,Não resolvida,"Bom dia, a Porto Seguro não respondeu ao meu protocolo nº 8238591.  Quero cancelar tudo agora."
1868,2024-05-20,PR,Sul,Telecomunicações,Em análise,"Meu plano de telefonia da Oi parou de funcionar após uma atualização do sistema, e há 60 dias não consigo fazer ligações."
1869,2023-03-02,SC,Sul,Imobiliário,Resolvida,"Atendimento da Tenda é péssimo, ninguém resolve nada. 😠😡😩"
1870,2024-04-08,MG,Sudeste,Saúde — Planos,Resolvida,"to tentando marcar consulta a meses, nao tem vaga em lugar nenhum, e o plano só sobe o preço todo ano"
1871,2023-09-24,GO,Centro-Oeste,Saúde — Planos,Resolvida,horrível
1872,2023-07-24,MA,Nordeste,Telecomunicações,Não resolvida,ESTOU SEM INTERNET HÁ 90 DIAS E A Vivo NÃO MANDA TÉCNICO!!! ISSO É UM ABSURDO!!! TENHO REUNIÕES IMPORTANTES E NINGUÉM RESOLVE!!!
1873,2023-12-04,PA,Norte,Saúde — Planos,Em análise,"plano negou meu exame de novo, ja é a 5a vez esse ano, isso é cobertura ou que? pago certinho todo mes"
1874,2023-10-19,SP,Sudeste,Bancos e Cartões,Não resolvida,"Boa tarde, fui ao caixa eletrônico do Santander no dia 11-03-2023 e a máquina engoliu meu cartão sem fornecer recibo. Já procurei a agência e ninguém deu solução.  Não recomendo a empresa. Meu CPF é 987.654.321-11 para confirmação."
1875,2023-04-03,BA,Nordeste,Saneamento,Não resolvida,"Atendimento da Caesb é péssimo, ninguém resolve nada."
1876,2023-08-12,RJ,Sudeste,Comércio Eletrônico,Não resolvida,"Boa noite, o produto chegou com defeito e a Shopee insiste q eu pague o frete da devolução. Isso é ilegal segundo o CDC.  Vou processar a empresa."
1877,2024-06-16,SP,Sudeste,Bancos e Cartões,Em análise,"sou cliente do Inter ha 18 anos e me trataram super mal hoje na agencia, ninguem se importa em resolver os problemas"
1878,2023-10-27,SP,Sudeste,Telecomunicações,Resolvida,"Olá, contratei o plano de internet de 100 mega da Oi no dia 01.06.2023 e até até agora a velocidade não passa de 20 mega. Já fiz três protocolos e ninguem resolve. Meu CPF é 987.654.321-11 para confirmação."
1879,2024-05-31,BA,Nordeste,Energia Elétrica,Resolvida,"Boa tarde, recebi conta de luz com valor de R$ 5.273,54 este mês — três vezes maior que a média histórica, mesmo sem mudança de hábitos. A Enel não explica."
1880,2023-07-01,MA,Nordeste,Bancos e Cartões,Em análise,"tava tentando fazer pix e o app ta fora do ar a horas, perdi o prazo de pagamento de boleto e agora vão me cobrar multa, isso é justo.  Vou registrar no Procon."
1881,2024-07-15,SP,Sudeste,Telecomunicações,Resolvida,"A Net aumentou a mensalidade do meu plano de R$ 70,62 para R$ 397 sem aviso prévio. Considero isso prática abusiva.  Não recomendo a empresa."
1882,2023-09-01,SP,Sudeste,Transporte Aéreo,Sem resposta da empresa,"Boa tarde, voo da Gol cancelado sem aviso prévio em 09/08/24. Perdi compromisso de trabalho importante e até hoje não obtive reembolso."
1883,2024-05-14,SP,Sudeste,Energia Elétrica,Resolvida,"Solicitei religação após pagamento da fatura no dia 20 de maio e até hoje, 5 dias depois, sigo sem energia. Por favor entrem em contato no e-mail maria.silva@gmail.com."
1884,2024-12-03,RN,Nordeste,Telecomunicações,Em análise,"Tim cobrou 3 faturas duplicadas no meu cartao, ja contestei e ninguem resolve, isso nao pode ser certo"
1885,2023-01-28,PI,Nordeste,Energia Elétrica,Em análise,"Solicitei religação após pagamento da fatura no dia 12/12/23 e até hoje, 5 dias depois, sigo sem energia."
1886,2023-01-29,PE,Nordeste,Comércio Eletrônico,Resolvida,Recebi o produto errado da Mercado Livre: pedi um notebook e veio um carregador. Solicitei a troca há duas semanas e ninguém retorna.
1887,2024-11-09,CE,Nordeste,Bancos e Cartões,Resolvida,Tive uma compra jamais reconhecida no valor de R$ 217 contestada há 10 dias e o Santander não retornou com nenhuma resposta.
1888,2023-01-08,SP,Sudeste,Saúde — Planos,Resolvida,NEGARAM CIRURGIA DE EMERGÊNCIA DO MEU PAI!!! ISSO É CRIME.  Quero cancelar tudo agora.
1889,2024-12-31,RS,Sul,Telecomunicações,Não resolvida,Contratei o plano de internet de 1000 mega da Vivo no dia 15-11-2023 e até hoje a velocidade nunca passa de 20 mega. Já fiz três protocolos e ninguem resolve.
1890,2023-03-10,PR,Sul,Energia Elétrica,Não resolvida,abusivo
1891,2023-01-29,RS,Sul,Comércio Eletrônico,Resolvida,PRODUTO CHEGOU QUEBRADO E A Casas Bahia NÃO QUER RESPONSABILIZAR!!!!!!!!!!!! ABSURDO...  Não recomendo a empresa...
1892,2024-07-13,RR,Norte,Telecomunicações,Resolvida,"Solicitei o cancelamento do plano em 18-08-2023 e continuei sendo cobrado. Já enviei e-mail, liguei na central e nada foi feito.  Não recomendo a empresa."
1893,2023-06-28,MG,Sudeste,Comércio Eletrônico,Resolvida,O produto chegou com defeito e a Shopee insiste que eu pague o frete da devolução. Isso é ilegal segundo o CDC.
1894,2023-09-20,MA,Nordeste,Telecomunicações,Sem resposta da empresa,Estou sendo cobrado por um serviço de assinatura que nunca contratei. O valor de R$ 187 aparece na minha fatura há 10 meses.
1895,2023-04-10,SC,Sul,Telecomunicações,Resolvida,"Olá, a internet caiu há 5 dias e a Net não dá previsão de retorno. Trabalho de casa e estou sem condições de exercer minhas atividades.  Já não tenho paciência."
1896,2023-11-01,ES,Sudeste,Telecomunicações,Resolvida,Prezados tim cobrou 3 faturas duplicadas no meu cartao ja contestei e ninguem resolve isso nao pode ser certo  Estou indignado
1897,2023-06-17,DF,Centro-Oeste,Saúde — Planos,Não resolvida,"Boa tarde, sou cliente há 8 anos e o reajuste do plano foi de 38% este ano, sem qualquer transparência no cálculo."
1898,2024-05-26,SC,Sul,Transporte Aéreo,Resolvida,Voo da Azul cancelado sem aviso prévio em 19 de fevereiro. Perdi compromisso de trabalho importante e até hoje não obtive reembolso.
1899,2024-07-01,RJ,Sudeste,Telecomunicações,Em análise,"Solicitei o estorno do valor R$ 86

Veja detalhes em https://www.consumidor.gov.br/protocolo/12345

Aguardo retorno."
1900,2023-01-24,ES,Sudeste,Bancos e Cartões,Não resolvida,"Tive uma compra não reconhecida no valor de R$ 3.446,40 contestada há 10 dias e o Santander não retornou com nenhuma resposta.  Já não tenho paciência."
1901,2024-12-24,CE,Nordeste,Transporte Aéreo,Resolvida,Minha bagagem foi extraviada no voo de 07-06-2024 e a Azul se recusa a indenizar pelo valor declarado.
1902,2024-07-29,DF,Centro-Oeste,Comércio Eletrônico,Resolvida,
1903,2024-04-07,PR,Sul,Saúde — Planos,Em análise,"Em 10.09.2024, o Sulamérica negou cobertura para uma consulta de urgência alegando carência. Considero abusivo."
1904,2023-12-16,SP,Sudeste,Comércio Eletrônico,Resolvida,O produto chegou com defeito e a Casas Bahia insiste que eu pague o frete da devolução. Isso é ilegal segundo o CDC.
1905,2024-05-24,PA,Norte,Bancos e Cartões,Resolvida,"O aplicativo do Bradesco fica fora do ar há 7 dias, o que me impede de fazer pagamentos no prazo e gera multas e juros desnecessários.  Vou registrar no Procon."
1906,2024-09-03,PR,Sul,Telecomunicações,Resolvida,"Meu plano de telefonia da Vivo parou de funcionar após uma atualização do sistema, e há 45 dias não consigo fazer ligações."
1907,2023-07-29,RS,Sul,Telecomunicações,Em análise,Contratei o plano de internet de 200 mega da Net no dia 27.02.2024 e até até hoje a velocidade naum passa de 30 mega. Já fiz três protocolos e ninguém resolve.  Vou processar a empresa.
1908,2023-02-24,AP,Norte,Telecomunicações,Sem resposta da empresa,"Boa noite, a internet caiu há 90 dias e a Net não dá previsão de retorno. Trabalho de casa e estou sem condições de exercer minhas atividades. 😩🤬"
1909,2023-11-01,RO,Norte,Telecomunicações,Sem resposta da empresa,"Olá, contratei o plano de internet de 100 mega da Vivo no dia 09/10/23 e até até hoje a velocidade não passa de 20 mega. Já fiz 3 protocolos e ninguém resolve."
1910,2024-09-21,PB,Nordeste,Transporte Aéreo,Resolvida,"Olá, minha bagagem foi extraviada no voo de 30/11/2024 e a LATAM se recusa a indenizar pelo valor declarado.  Espero solução urgente."
1911,2024-09-04,RN,Nordeste,Bancos e Cartões,Em análise,Solicitei o cancelamento do meu cartão de crédito no aplicativo do Nubank e continuei recebendo cobranças de anuidade.  Aguardo retorno.
1912,2024-08-01,MG,Sudeste,Telecomunicações,Resolvida,"Liguei pra Tim pra pedir suporte tecnico e ninguem entende oq eu falo, parece q tao lendo um script, ja perdi a tarde inteira.  Vou processar a empresa."
1913,2023-05-19,RS,Sul,Energia Elétrica,Sem resposta da empresa,"Boa tarde, solicitei religação após pagamento da fatura no dia 5 de janeiro e até hoje, 5 dias depois, sigo sem energia."
1914,2024-07-14,PE,Nordeste,Educação,Não resolvida,"Atendimento da Estácio é péssimo, ninguém resolve nada."
1915,2023-05-13,RS,Sul,Imobiliário,Em análise,"Boa tarde, a MRV não respondeu ao meu protocolo nº 5445932."
1916,2023-08-26,PR,Sul,Comércio Eletrônico,Resolvida,"produto nao chegou no prazo, ja faz 1 mes do prazo de entrega, queria muito esse tablet pro aniversario do meu filho"
1917,2023-09-15,MT,Centro-Oeste,Energia Elétrica,Não resolvida,péssimo
1918,2024-10-29,AL,Nordeste,Energia Elétrica,Não resolvida,"Prezados, recebi conta de luz com valor de R$ 2.676,99 este mês — três vezes maior que a média histórica, mesmo sem mudança de hábitos. A Cemig não explica.  Aguardo retorno."
1919,2023-12-18,SP,Sudeste,Educação,Não resolvida,<p>Pedi cancelamento e nada foi feito.</p><br/><strong>Reembolso pendente</strong>
1920,2023-08-19,PR,Sul,Telecomunicações,Não resolvida,"to com problema com a Vivo a 2 messes ja, internet ruim e ngm resolve, ja paguei tudo direitinho mas o servico continua pessimo. ja perdi a paciencia"
1921,2023-02-14,SP,Sudeste,Educação,Resolvida,"Atendimento da Yduqs é péssimo, ninguém resolve nada."
1922,2023-08-08,SP,Sudeste,Bancos e Cartões,Resolvida,"fizeram cobrança indevida no meu cartão, valor R$ 14 mil, ja contestei 2 vezes e nada do banco Caixa responder, parece que tao querendo q eu desista"
1923,2024-12-29,AL,Nordeste,Comércio Eletrônico,Sem resposta da empresa,"Comprei um PlayStation 5 na Shopee, paguei R$ 39,13, e o produto chegou diferente do anunciado. Já tentei resolver pela central e fui ignorado. 😭"
1924,2023-07-03,AP,Norte,Telecomunicações,Não resolvida,<p>Pedi cancelamento e nada foi feito.</p><br/><strong>Reembolso pendente</strong>
1925,2023-08-16,SP,Sudeste,Comércio Eletrônico,Em análise,Recebi o produto errado da Submarino: pedi um notebook e veio um carregador. Solicitei a troca há duas semanas e ninguém retorna.
1926,2023-05-15,PR,Sul,Telecomunicações,Resolvida,"Estou sendo cobrado por um serviço de assinatura que nunca contratei. O valor de R$ 8.709,15 aparece na minha fatura há 2 meses."
1927,2024-04-23,SC,Sul,Energia Elétrica,Sem resposta da empresa,Solicitei religação após pagamento da fatura no dia 22-02-2024 e até hoje 5 dias depois sigo sem energia  Espero solução urgente
1928,2024-03-20,PR,Sul,Educação,Em análise,Tenho problemas recorrentes com a Estácio há meses. Eu já nunca confio mais.
1929,2023-04-01,BA,Nordeste,Bancos e Cartões,Resolvida,A taxa de juros do cheque especial saltou de 4% para 20% sem aviso prévio. Me sinto enganada como cliente há mais de 8 anos.
1930,2023-05-19,MG,Sudeste,Seguros,Em análise,Tenho problemas recorrentes com a Bradesco Seguros há meses. Já jamais confio mais.  Aguardo retorno. 😩💸
1931,2024-12-01,RR,Norte,Bancos e Cartões,Resolvida,Fui ao caixa eletrônico do Caixa no dia 28-06-2024 e a máquina engoliu meu cartão sem fornecer recibo. Já procurei a agência e ninguém deu solução.
1932,2024-02-17,PR,Sul,Bancos e Cartões,Sem resposta da empresa,"Bom dia, rOUBARAM MEU CARTÃO E O Santander NÃO QUER ESTORNAR!!! 5 COMPRAS QUE EU NÃO FIZ NO TOTAL DE R$ 6.986,24!!! ABSURDO!!! 😩💸 Meu CPF é 123.456.789-00 para confirmação."
1933,2023-08-04,DF,Centro-Oeste,Bancos e Cartões,Não resolvida,"fizeram cobrança indevida no meu cartão, valor R$ 440,98, ja contestei 6 vezes e nada do banco Inter responder, parece que tao querendo q eu desista.  Atenciosamente."
1934,2023-11-10,RR,Norte,Telecomunicações,Não resolvida,"Estou sendo cobrado por um serviço de assinatura que nunca contratei. O valor de R$ 67,34 aparece na minha fatura há 4 meses."
1935,2024-09-28,RJ,Sudeste,Telecomunicações,Sem resposta da empresa,"Prezados, a internet caiu há 5 dias e a Net não dá previsão de retorno. Trabalho de casa e estou sem condições de exercer minhas atividades."
1936,2024-01-19,SP,Sudeste,Bancos e Cartões,Sem resposta da empresa,"O aplicativo do Bradesco fica fora do ar há 14 dias, o que me impede de fazer pagamentos no prazo e gera multas e juros desnecessários."
1937,2024-08-31,PA,Norte,Energia Elétrica,Não resolvida,"Recebi conta de luz com valor de R$ 73 mil este mês — três vezes maior que a média histórica, msm sem mudança de hábitos. A Coelba não explica.  Já não tenho paciência."
1938,2024-04-13,SP,Sudeste,Saúde — Planos,Em análise,NEGARAM CIRURGIA DE EMERGÊNCIA DO MEU PAI!!! ISSO É CRIME.  Espero solução urgente.
1939,2023-03-20,BA,Nordeste,Comércio Eletrônico,Não resolvida,"Cancelei o pedido por falta de prazo de entrega e até hoje, 40 dias depois, não recebi o estorno de R$ 45,83."
1940,2024-05-12,SP,Sudeste,Comércio Eletrônico,Não resolvida,Recebi o produto errado da Mercado Livre: pedi um notebook e veio um carregador. Requisitei a troca há duas semanas e ninguem retorna.
1941,2024-03-31,PA,Norte,Saúde — Planos,Não resolvida,NEGARAM CIRURGIA DE EMERGÊNCIA DO MEU PAI!!! ISSO É CRIME!!!
1942,2024-09-04,CE,Nordeste,Saúde — Planos,Não resolvida,"to tentando marcar consulta a meses, nao tem vaga em lugar nenhum, e o plano só sobe o preço todo ano. Por favor entrem em contato no e-mail maria.silva@gmail.com."
1943,2023-04-02,PE,Nordeste,Telecomunicações,Não resolvida,"Bom dia, eSTOU SEM INTERNET HÁ 10 DIAS E A Tim NÃO MANDA TÉCNICO!!! ISSO É UM ABSURDO!!! TENHO REUNIÕES IMPORTANTES E NINGUÉM RESOLVE.  Vou registrar no Procon."
1944,2023-02-04,SP,Sudeste,Telecomunicações,Resolvida,"Claro cobrou 5 faturas duplicadas no meu cartao, ja contestei e ninguem resolve, isso nao pode ser certo"
1945,2024-06-07,SP,Sudeste,Saúde — Planos,Em análise,"Em 11/09/24, o Amil negou cobertura para uma consulta de urgência alegando carência. Considero abusivo. 💸"
1946,2024-07-06,MG,Sudeste,Saúde — Planos,Em análise,Estou tentando agendar uma consulta com cardiologista pelo Amil há 3 meses e não há vagas em nenhum dos prestadores credenciados.
1947,2024-04-06,SP,Sudeste,Comércio Eletrônico,Em análise,Recebi o produto errado da Kabum: pedi um notebook e veio um carregador. Solicitei a troca há duas semanas e ninguém retorna.
